Rule ID,Source Sheet,Source Cell,Business Label Context,Workbook Formula,Cached Value,Implementation Status
WB_SCHEDULE_N29,Schedule,N29,Initial Resource Scheduling  | This is done to hold correct resource. Not being scheduled by task at this point.,"IFERROR(_xlfn.IFS(M29<0,""Over Budget"",(L29/(J29+K29))>H29,""Trending Over"",(L29/(J29+K29))<H29,""Trending Under"",(L29/(J29+K29))=H29,""On Track""),""On Track"")",On Track,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_O29,Schedule,O29,Initial Resource Scheduling  | This is done to hold correct resource. Not being scheduled by task at this point.,"_xlfn.IFS(AND(H29>0, L29=0), (K29+J29)-(H29*(K29+J29)), AND(H29=0, L29>0), L29, AND(H29>0, L29>0), L29/H29, AND(H29=0, L29=0), K29+J29)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_A30,Schedule,A30,Request VPN & ERP Access / Onboarding Requirements,,1.0209999999999977,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_J30,Schedule,J30,Request VPN & ERP Access / Onboarding Requirements,"IFERROR(_xlfn.XLOOKUP(B30,Calculations!A:A,Calculations!E:E),0)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_M30,Schedule,M30,Request VPN & ERP Access / Onboarding Requirements,,0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_N30,Schedule,N30,Request VPN & ERP Access / Onboarding Requirements,"IFERROR(_xlfn.IFS(M30<0,""Over Budget"",(L30/(J30+K30))>H30,""Trending Over"",(L30/(J30+K30))<H30,""Trending Under"",(L30/(J30+K30))=H30,""On Track""),""On Track"")",On Track,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_O30,Schedule,O30,Request VPN & ERP Access / Onboarding Requirements,"_xlfn.IFS(AND(H30>0, L30=0), (K30+J30)-(H30*(K30+J30)), AND(H30=0, L30>0), L30, AND(H30>0, L30>0), L30/H30, AND(H30=0, L30=0), K30+J30)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_A31,Schedule,A31,Confirm VPN & ERP Accesss | Work with the customer to get necessary access for all resources that will be working on the implementation,,1.0219999999999976,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_J31,Schedule,J31,Confirm VPN & ERP Accesss | Work with the customer to get necessary access for all resources that will be working on the implementation,"IFERROR(_xlfn.XLOOKUP(B31,Calculations!A:A,Calculations!E:E),0)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_M31,Schedule,M31,Confirm VPN & ERP Accesss | Work with the customer to get necessary access for all resources that will be working on the implementation,,0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_N31,Schedule,N31,Confirm VPN & ERP Accesss | Work with the customer to get necessary access for all resources that will be working on the implementation,"IFERROR(_xlfn.IFS(M31<0,""Over Budget"",(L31/(J31+K31))>H31,""Trending Over"",(L31/(J31+K31))<H31,""Trending Under"",(L31/(J31+K31))=H31,""On Track""),""On Track"")",On Track,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_O31,Schedule,O31,Confirm VPN & ERP Accesss | Work with the customer to get necessary access for all resources that will be working on the implementation,"_xlfn.IFS(AND(H31>0, L31=0), (K31+J31)-(H31*(K31+J31)), AND(H31=0, L31>0), L31, AND(H31>0, L31>0), L31/H31, AND(H31=0, L31=0), K31+J31)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_A32,Schedule,A32,"Create Shared Folder and Begin Project Status Reporting | The project status reporting is a weekly report that the project manager sends out. This report follows an existing template. This report is sent to account executive, the CSM, the executive sponsor, Technical Sponsor, PMO Manager, SA & DC.",,1.0229999999999975,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_J32,Schedule,J32,"Create Shared Folder and Begin Project Status Reporting | The project status reporting is a weekly report that the project manager sends out. This report follows an existing template. This report is sent to account executive, the CSM, the executive sponsor, Technical Sponsor, PMO Manager, SA & DC.","IFERROR(_xlfn.XLOOKUP(B32,Calculations!A:A,Calculations!E:E),0)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_M32,Schedule,M32,"Create Shared Folder and Begin Project Status Reporting | The project status reporting is a weekly report that the project manager sends out. This report follows an existing template. This report is sent to account executive, the CSM, the executive sponsor, Technical Sponsor, PMO Manager, SA & DC.",,0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_N32,Schedule,N32,"Create Shared Folder and Begin Project Status Reporting | The project status reporting is a weekly report that the project manager sends out. This report follows an existing template. This report is sent to account executive, the CSM, the executive sponsor, Technical Sponsor, PMO Manager, SA & DC.","IFERROR(_xlfn.IFS(M32<0,""Over Budget"",(L32/(J32+K32))>H32,""Trending Over"",(L32/(J32+K32))<H32,""Trending Under"",(L32/(J32+K32))=H32,""On Track""),""On Track"")",On Track,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_O32,Schedule,O32,"Create Shared Folder and Begin Project Status Reporting | The project status reporting is a weekly report that the project manager sends out. This report follows an existing template. This report is sent to account executive, the CSM, the executive sponsor, Technical Sponsor, PMO Manager, SA & DC.","_xlfn.IFS(AND(H32>0, L32=0), (K32+J32)-(H32*(K32+J32)), AND(H32=0, L32>0), L32, AND(H32>0, L32>0), L32/H32, AND(H32=0, L32=0), K32+J32)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_A33,Schedule,A33,Finalize Customer Kickoff Presentation with Customer PM,,1.0239999999999974,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_J33,Schedule,J33,Finalize Customer Kickoff Presentation with Customer PM,"IFERROR(_xlfn.XLOOKUP(B33,Calculations!A:A,Calculations!E:E),0)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_M33,Schedule,M33,Finalize Customer Kickoff Presentation with Customer PM,,0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_N33,Schedule,N33,Finalize Customer Kickoff Presentation with Customer PM,"IFERROR(_xlfn.IFS(M33<0,""Over Budget"",(L33/(J33+K33))>H33,""Trending Over"",(L33/(J33+K33))<H33,""Trending Under"",(L33/(J33+K33))=H33,""On Track""),""On Track"")",On Track,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_O33,Schedule,O33,Finalize Customer Kickoff Presentation with Customer PM,"_xlfn.IFS(AND(H33>0, L33=0), (K33+J33)-(H33*(K33+J33)), AND(H33=0, L33>0), L33, AND(H33>0, L33>0), L33/H33, AND(H33=0, L33=0), K33+J33)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_A34,Schedule,A34,"Project Kickoff Meeting | Project kickoff meeting is led by the implementation leader & is focused on a presentation to customer team (usually 1-2 hours long). Best practice is to have this event on site. This includes the entire internal project team, sales team & customer team. Goal is to ensure c",,1.0249999999999972,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_J34,Schedule,J34,"Project Kickoff Meeting | Project kickoff meeting is led by the implementation leader & is focused on a presentation to customer team (usually 1-2 hours long). Best practice is to have this event on site. This includes the entire internal project team, sales team & customer team. Goal is to ensure c","IFERROR(_xlfn.XLOOKUP(B34,Calculations!A:A,Calculations!E:E),0)",2,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_M34,Schedule,M34,"Project Kickoff Meeting | Project kickoff meeting is led by the implementation leader & is focused on a presentation to customer team (usually 1-2 hours long). Best practice is to have this event on site. This includes the entire internal project team, sales team & customer team. Goal is to ensure c",,2,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_N34,Schedule,N34,"Project Kickoff Meeting | Project kickoff meeting is led by the implementation leader & is focused on a presentation to customer team (usually 1-2 hours long). Best practice is to have this event on site. This includes the entire internal project team, sales team & customer team. Goal is to ensure c","IFERROR(_xlfn.IFS(M34<0,""Over Budget"",(L34/(J34+K34))>H34,""Trending Over"",(L34/(J34+K34))<H34,""Trending Under"",(L34/(J34+K34))=H34,""On Track""),""On Track"")",On Track,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_O34,Schedule,O34,"Project Kickoff Meeting | Project kickoff meeting is led by the implementation leader & is focused on a presentation to customer team (usually 1-2 hours long). Best practice is to have this event on site. This includes the entire internal project team, sales team & customer team. Goal is to ensure c","_xlfn.IFS(AND(H34>0, L34=0), (K34+J34)-(H34*(K34+J34)), AND(H34=0, L34>0), L34, AND(H34>0, L34>0), L34/H34, AND(H34=0, L34=0), K34+J34)",2,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_A35,Schedule,A35,"Weekly Project Meetings  | Scheduled weekly project calls are led by implementation leader & meant for the customer project team. CSMs are also included. The purpose of these calls is to review project plan, budget, roadblocks, or immediate next steps, etc.",,1.0259999999999971,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_J35,Schedule,J35,"Weekly Project Meetings  | Scheduled weekly project calls are led by implementation leader & meant for the customer project team. CSMs are also included. The purpose of these calls is to review project plan, budget, roadblocks, or immediate next steps, etc.","IFERROR(_xlfn.XLOOKUP(B35,Calculations!A:A,Calculations!E:E),0)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_M35,Schedule,M35,"Weekly Project Meetings  | Scheduled weekly project calls are led by implementation leader & meant for the customer project team. CSMs are also included. The purpose of these calls is to review project plan, budget, roadblocks, or immediate next steps, etc.",,0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_N35,Schedule,N35,"Weekly Project Meetings  | Scheduled weekly project calls are led by implementation leader & meant for the customer project team. CSMs are also included. The purpose of these calls is to review project plan, budget, roadblocks, or immediate next steps, etc.","IFERROR(_xlfn.IFS(M35<0,""Over Budget"",(L35/(J35+K35))>H35,""Trending Over"",(L35/(J35+K35))<H35,""Trending Under"",(L35/(J35+K35))=H35,""On Track""),""On Track"")",On Track,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_O35,Schedule,O35,"Weekly Project Meetings  | Scheduled weekly project calls are led by implementation leader & meant for the customer project team. CSMs are also included. The purpose of these calls is to review project plan, budget, roadblocks, or immediate next steps, etc.","_xlfn.IFS(AND(H35>0, L35=0), (K35+J35)-(H35*(K35+J35)), AND(H35=0, L35>0), L35, AND(H35>0, L35>0), L35/H35, AND(H35=0, L35=0), K35+J35)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_A36,Schedule,A36,Establish Executive Alignment Calls    | Executive alignment calls are facilitated & scheduled by the project manager. But will only include the executive sponsors both on the client and DSI side.,,1.026999999999997,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_J36,Schedule,J36,Establish Executive Alignment Calls    | Executive alignment calls are facilitated & scheduled by the project manager. But will only include the executive sponsors both on the client and DSI side.,"IFERROR(_xlfn.XLOOKUP(B36,Calculations!A:A,Calculations!E:E),0)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_M36,Schedule,M36,Establish Executive Alignment Calls    | Executive alignment calls are facilitated & scheduled by the project manager. But will only include the executive sponsors both on the client and DSI side.,,0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_N36,Schedule,N36,Establish Executive Alignment Calls    | Executive alignment calls are facilitated & scheduled by the project manager. But will only include the executive sponsors both on the client and DSI side.,"IFERROR(_xlfn.IFS(M36<0,""Over Budget"",(L36/(J36+K36))>H36,""Trending Over"",(L36/(J36+K36))<H36,""Trending Under"",(L36/(J36+K36))=H36,""On Track""),""On Track"")",On Track,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_O36,Schedule,O36,Establish Executive Alignment Calls    | Executive alignment calls are facilitated & scheduled by the project manager. But will only include the executive sponsors both on the client and DSI side.,"_xlfn.IFS(AND(H36>0, L36=0), (K36+J36)-(H36*(K36+J36)), AND(H36=0, L36>0), L36, AND(H36>0, L36>0), L36/H36, AND(H36=0, L36=0), K36+J36)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_A37,Schedule,A37,Customer Online Admin Training | Customer Administrative training is purely self-paced online trading the that the customer admin is requried to complete. This is an important steps & must be completed prior to any build starting. Customer should also be encouraged to start using DSI document portal,,1.027999999999997,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_J37,Schedule,J37,Customer Online Admin Training | Customer Administrative training is purely self-paced online trading the that the customer admin is requried to complete. This is an important steps & must be completed prior to any build starting. Customer should also be encouraged to start using DSI document portal,"IFERROR(_xlfn.XLOOKUP(B37,Calculations!A:A,Calculations!E:E),0)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_M37,Schedule,M37,Customer Online Admin Training | Customer Administrative training is purely self-paced online trading the that the customer admin is requried to complete. This is an important steps & must be completed prior to any build starting. Customer should also be encouraged to start using DSI document portal,,0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_N37,Schedule,N37,Customer Online Admin Training | Customer Administrative training is purely self-paced online trading the that the customer admin is requried to complete. This is an important steps & must be completed prior to any build starting. Customer should also be encouraged to start using DSI document portal,"IFERROR(_xlfn.IFS(M37<0,""Over Budget"",(L37/(J37+K37))>H37,""Trending Over"",(L37/(J37+K37))<H37,""Trending Under"",(L37/(J37+K37))=H37,""On Track""),""On Track"")",On Track,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_O37,Schedule,O37,Customer Online Admin Training | Customer Administrative training is purely self-paced online trading the that the customer admin is requried to complete. This is an important steps & must be completed prior to any build starting. Customer should also be encouraged to start using DSI document portal,"_xlfn.IFS(AND(H37>0, L37=0), (K37+J37)-(H37*(K37+J37)), AND(H37=0, L37>0), L37, AND(H37>0, L37>0), L37/H37, AND(H37=0, L37=0), K37+J37)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_A38,Schedule,A38,"Not Included - Gateway Installation | The customer gateway and infrastructure set up is a customer task to get any of the action items that they have coming out of that architecture Design workshop completed. Resulting actions might be setting up a gateway server, gaining access to network for print",,1.0289999999999968,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_B38,Schedule,B38,"Not Included - Gateway Installation | The customer gateway and infrastructure set up is a customer task to get any of the action items that they have coming out of that architecture Design workshop completed. Resulting actions might be setting up a gateway server, gaining access to network for print","IF(Calculations!E16>0,""Gateway Installation"",""Not Included - Gateway Installation"")",Not Included - Gateway Installation,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_J38,Schedule,J38,"Not Included - Gateway Installation | The customer gateway and infrastructure set up is a customer task to get any of the action items that they have coming out of that architecture Design workshop completed. Resulting actions might be setting up a gateway server, gaining access to network for print","IFERROR(_xlfn.XLOOKUP(B38,Calculations!A:A,Calculations!E:E),0)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_M38,Schedule,M38,"Not Included - Gateway Installation | The customer gateway and infrastructure set up is a customer task to get any of the action items that they have coming out of that architecture Design workshop completed. Resulting actions might be setting up a gateway server, gaining access to network for print",,0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_N38,Schedule,N38,"Not Included - Gateway Installation | The customer gateway and infrastructure set up is a customer task to get any of the action items that they have coming out of that architecture Design workshop completed. Resulting actions might be setting up a gateway server, gaining access to network for print","IFERROR(_xlfn.IFS(M38<0,""Over Budget"",(L38/(J38+K38))>H38,""Trending Over"",(L38/(J38+K38))<H38,""Trending Under"",(L38/(J38+K38))=H38,""On Track""),""On Track"")",On Track,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_O38,Schedule,O38,"Not Included - Gateway Installation | The customer gateway and infrastructure set up is a customer task to get any of the action items that they have coming out of that architecture Design workshop completed. Resulting actions might be setting up a gateway server, gaining access to network for print","_xlfn.IFS(AND(H38>0, L38=0), (K38+J38)-(H38*(K38+J38)), AND(H38=0, L38>0), L38, AND(H38>0, L38>0), L38/H38, AND(H38=0, L38=0), K38+J38)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_A39,Schedule,A39,Not Included - EPP Print Bridge Installation | This task is for the installation of the EPP print bridge (if required).This is typically used in the scenario where MEP is hosted in the cloud or in a different environment than where the printers are phsyically located and used to establish the connec,,1.0299999999999967,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_B39,Schedule,B39,Not Included - EPP Print Bridge Installation | This task is for the installation of the EPP print bridge (if required).This is typically used in the scenario where MEP is hosted in the cloud or in a different environment than where the printers are phsyically located and used to establish the connec,"IF(Calculations!E15>0,""EPP Print Bridge Installation"",""Not Included - EPP Print Bridge Installation"")",Not Included - EPP Print Bridge Installation,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_J39,Schedule,J39,Not Included - EPP Print Bridge Installation | This task is for the installation of the EPP print bridge (if required).This is typically used in the scenario where MEP is hosted in the cloud or in a different environment than where the printers are phsyically located and used to establish the connec,"IFERROR(_xlfn.XLOOKUP(B39,Calculations!A:A,Calculations!E:E),0)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_M39,Schedule,M39,Not Included - EPP Print Bridge Installation | This task is for the installation of the EPP print bridge (if required).This is typically used in the scenario where MEP is hosted in the cloud or in a different environment than where the printers are phsyically located and used to establish the connec,,0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_N39,Schedule,N39,Not Included - EPP Print Bridge Installation | This task is for the installation of the EPP print bridge (if required).This is typically used in the scenario where MEP is hosted in the cloud or in a different environment than where the printers are phsyically located and used to establish the connec,"IFERROR(_xlfn.IFS(M39<0,""Over Budget"",(L39/(J39+K39))>H39,""Trending Over"",(L39/(J39+K39))<H39,""Trending Under"",(L39/(J39+K39))=H39,""On Track""),""On Track"")",On Track,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_O39,Schedule,O39,Not Included - EPP Print Bridge Installation | This task is for the installation of the EPP print bridge (if required).This is typically used in the scenario where MEP is hosted in the cloud or in a different environment than where the printers are phsyically located and used to establish the connec,"_xlfn.IFS(AND(H39>0, L39=0), (K39+J39)-(H39*(K39+J39)), AND(H39=0, L39>0), L39, AND(H39>0, L39>0), L39/H39, AND(H39=0, L39=0), K39+J39)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_A40,Schedule,A40,MEP On-Premise Installation | CloudOps & infrastructure handles theMEP install. This task is the customer tenant being provisioned & the actual software installed.,,1.0309999999999966,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_B40,Schedule,B40,MEP On-Premise Installation | CloudOps & infrastructure handles theMEP install. This task is the customer tenant being provisioned & the actual software installed.,"_xlfn.IFS(Estimate!B11=""EPP Cloud"", ""Not Included - MEP Install"", Estimate!B11=""EPP On Prem"", ""Not Included"", Estimate!B11=""MEP Cloud"", ""MEP Cloud Installation"", Estimate!B11=""MEP On Prem"", ""MEP On-Premise Installation"", Estimate!B11=""Platform Move On Prem"", ""MEP On-Premise Installation"", Estimate!B11=""Platform Move To Cloud"", ""MEP Cloud Installation"", Estimate!B11=""Small Project"", ""MEP On-Premise Installation"")",MEP On-Premise Installation,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_I40,Schedule,I40,MEP On-Premise Installation | CloudOps & infrastructure handles theMEP install. This task is the customer tenant being provisioned & the actual software installed.,"IF(Estimate!B11=""MEP Cloud"",8,0)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_J40,Schedule,J40,MEP On-Premise Installation | CloudOps & infrastructure handles theMEP install. This task is the customer tenant being provisioned & the actual software installed.,"IFERROR(_xlfn.XLOOKUP(B40,Calculations!A:A,Calculations!E:E),0)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_M40,Schedule,M40,MEP On-Premise Installation | CloudOps & infrastructure handles theMEP install. This task is the customer tenant being provisioned & the actual software installed.,,0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_N40,Schedule,N40,MEP On-Premise Installation | CloudOps & infrastructure handles theMEP install. This task is the customer tenant being provisioned & the actual software installed.,"IFERROR(_xlfn.IFS(M40<0,""Over Budget"",(L40/(J40+K40))>H40,""Trending Over"",(L40/(J40+K40))<H40,""Trending Under"",(L40/(J40+K40))=H40,""On Track""),""On Track"")",On Track,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_O40,Schedule,O40,MEP On-Premise Installation | CloudOps & infrastructure handles theMEP install. This task is the customer tenant being provisioned & the actual software installed.,"_xlfn.IFS(AND(H40>0, L40=0), (K40+J40)-(H40*(K40+J40)), AND(H40=0, L40>0), L40, AND(H40>0, L40>0), L40/H40, AND(H40=0, L40=0), K40+J40)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_A41,Schedule,A41,Register Tables/Functions & Connection Strings,,1.0319999999999965,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_B41,Schedule,B41,Register Tables/Functions & Connection Strings,"IF(B40=""Not Included - MEP Install"", ""Not Included - Register Tables/Functions & Connection Strings"", ""Register Tables/Functions & Connection Strings"")",Register Tables/Functions & Connection Strings,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_N41,Schedule,N41,Register Tables/Functions & Connection Strings,"IFERROR(_xlfn.IFS(M41<0,""Over Budget"",(L41/(J41+K41))>H41,""Trending Over"",(L41/(J41+K41))<H41,""Trending Under"",(L41/(J41+K41))=H41,""On Track""),""On Track"")",On Track,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_O41,Schedule,O41,Register Tables/Functions & Connection Strings,"_xlfn.IFS(AND(H41>0, L41=0), (K41+J41)-(H41*(K41+J41)), AND(H41=0, L41>0), L41, AND(H41>0, L41>0), L41/H41, AND(H41=0, L41=0), K41+J41)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_A42,Schedule,A42,Not Included - Ensure Language Text Files are Migrated,,1.0329999999999964,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_B42,Schedule,B42,Not Included - Ensure Language Text Files are Migrated,"IF(Estimate!E7>0,""Ensure Language Text Files are Migrated"",""Not Included - Ensure Language Text Files are Migrated"")",Not Included - Ensure Language Text Files are Migrated,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_N42,Schedule,N42,Not Included - Ensure Language Text Files are Migrated,"IFERROR(_xlfn.IFS(M42<0,""Over Budget"",(L42/(J42+K42))>H42,""Trending Over"",(L42/(J42+K42))<H42,""Trending Under"",(L42/(J42+K42))=H42,""On Track""),""On Track"")",On Track,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_O42,Schedule,O42,Not Included - Ensure Language Text Files are Migrated,"_xlfn.IFS(AND(H42>0, L42=0), (K42+J42)-(H42*(K42+J42)), AND(H42=0, L42>0), L42, AND(H42>0, L42>0), L42/H42, AND(H42=0, L42=0), K42+J42)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_A43,Schedule,A43,Not Included - User/Role Migration,,1.0339999999999963,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_B43,Schedule,B43,Not Included - User/Role Migration,"IF(Estimate!E8>0,""User/Role Migration"",""Not Included - User/Role Migration"")",Not Included - User/Role Migration,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_N43,Schedule,N43,Not Included - User/Role Migration,"IFERROR(_xlfn.IFS(M43<0,""Over Budget"",(L43/(J43+K43))>H43,""Trending Over"",(L43/(J43+K43))<H43,""Trending Under"",(L43/(J43+K43))=H43,""On Track""),""On Track"")",On Track,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_O43,Schedule,O43,Not Included - User/Role Migration,"_xlfn.IFS(AND(H43>0, L43=0), (K43+J43)-(H43*(K43+J43)), AND(H43=0, L43>0), L43, AND(H43>0, L43>0), L43/H43, AND(H43=0, L43=0), K43+J43)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_A44,Schedule,A44,Not Included - Enterprise Printing Platform Installation,,1.0349999999999961,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_B44,Schedule,B44,Not Included - Enterprise Printing Platform Installation,"IF(Calculations!E14=0, ""Not Included - Enterprise Printing Platform Installation"", ""Enterprise Printing Platform Installation"")",Not Included - Enterprise Printing Platform Installation,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_J44,Schedule,J44,Not Included - Enterprise Printing Platform Installation,"IFERROR(_xlfn.XLOOKUP(B44,Calculations!A:A,Calculations!E:E),0)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_M44,Schedule,M44,Not Included - Enterprise Printing Platform Installation,,0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_N44,Schedule,N44,Not Included - Enterprise Printing Platform Installation,"IFERROR(_xlfn.IFS(M44<0,""Over Budget"",(L44/(J44+K44))>H44,""Trending Over"",(L44/(J44+K44))<H44,""Trending Under"",(L44/(J44+K44))=H44,""On Track""),""On Track"")",On Track,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_O44,Schedule,O44,Not Included - Enterprise Printing Platform Installation,"_xlfn.IFS(AND(H44>0, L44=0), (K44+J44)-(H44*(K44+J44)), AND(H44=0, L44>0), L44, AND(H44>0, L44>0), L44/H44, AND(H44=0, L44=0), K44+J44)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_A45,Schedule,A45,Not Included - SSO Setup / Configure,,1.035999999999996,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_B45,Schedule,B45,Not Included - SSO Setup / Configure,"IF(Estimate!B49=""None"",""Not Included - SSO Setup / Configure"",""SSO Setup / Configure"")",Not Included - SSO Setup / Configure,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_J45,Schedule,J45,Not Included - SSO Setup / Configure,"IFERROR(_xlfn.XLOOKUP(B45,Calculations!A:A,Calculations!E:E),0)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_M45,Schedule,M45,Not Included - SSO Setup / Configure,((SUM(J45:K45))-L45),0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_N45,Schedule,N45,Not Included - SSO Setup / Configure,"IFERROR(_xlfn.IFS(M45<0,""Over Budget"",(L45/(J45+K45))>H45,""Trending Over"",(L45/(J45+K45))<H45,""Trending Under"",(L45/(J45+K45))=H45,""On Track""),""On Track"")",On Track,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_O45,Schedule,O45,Not Included - SSO Setup / Configure,"_xlfn.IFS(AND(H45>0, L45=0), (K45+J45)-(H45*(K45+J45)), AND(H45=0, L45>0), L45, AND(H45>0, L45>0), L45/H45, AND(H45=0, L45=0), K45+J45)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_A46,Schedule,A46,Not Included - Base Application Package Install,,1.036999999999996,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_B46,Schedule,B46,Not Included - Base Application Package Install,"IF(Calculations!E18>0,""Base Application Package Install"",""Not Included - Base Application Package Install"")",Not Included - Base Application Package Install,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_J46,Schedule,J46,Not Included - Base Application Package Install,"IFERROR(_xlfn.XLOOKUP(B46,Calculations!A:A,Calculations!E:E),0)",0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_M46,Schedule,M46,Not Included - Base Application Package Install,((SUM(J46:K46))-L46),0,SCHEDULE_TEMPLATE_MAPPED
WB_SCHEDULE_N46,Schedule,N46,Not Included - Base Application Package Install,"IFERROR(_xlfn.IFS(M46<0,""Over Budget"",(L46/(J46+K46))>H46,""Trending Over"",(L46/(J46+K46))<H46,""Trending Under"",(L46/(J46+K46))=H46,""On Track""),""On Track"")",On Track,SCHEDULE_TEMPLATE_MAPPED
